post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,address,lat,lon,title,descr,details
pre2013_121140,20040722,2004,richmond / point / annex,richmond,contra costa,750,1,,,0,,,,$750 / 1br - Move-In Special!! Make Moving Painless!! ,,
pre2013_25108,20070304,2007,berkeley,berkeley,alameda,3180,2,1.0,,0,,,,$3180 / 2br - FR: 2BR/1BA Short-term FURNISHED Rental House-EVERYTHING INCLUDED,,
pre2013_121539,20040727,2004,oakland lake merritt / downtown,oakland,alameda,1050,1,,,0,,,,$1050 / 1br - Remodeled One Bedroom in Adams Point Neighborhood (PHOTOS) ,,
pre2013_132785,20041228,2004,san leandro,san leandro,alameda,1795,4,,,0,,,,$1795 / 4br - XL Ranch Style Home with Upgrades ! ,,
pre2013_88685,20040616,2004,nob hill,san francisco,san francisco,2550,2,2.0,,0,,,,"$2550 / 2br - PREMIUM BAYMARK, LUXURY 2BD 2BA CONDO W/ PKG   *PHOTOS*",,
pre2013_86819,20030810,2003,san leandro,san leandro,alameda,1700,2,,,0,,,,"$1700 / 2br - Rent or Lease to own 2 story, 2 1/2 bA, 2 car gar, 4 sht blocks- BART",,
pre2013_164256,20060525,2006,santa rosa,santa rosa,sonoma,875,1,,,0,,,,$875 / 1br - Beautiful One Bedroom,,
5393016288,20160108,2016,sunnyvale,sunnyvale,santa clara,2238,1,,700.0,0,,,,Oca 7 Upstairs One Bedroom Apartment W/ A Spacious Balcony   $2238 / 1br - 700ft2 -    (sunnyvale)   resim har.    [×] [geri al],,
5716708272,20160813,2016,pittsburg / antioch,pittsburg,contra costa,1895,3,,1253.0,0,,,,8월 12 Bonus room and big back yard   $1895 / 3br - 1253ft2 -    (pittsburg / antioch)   사진 지도    hide this posting  표시,,
pre2013_161608,20060509,2006,santa clara,santa clara,santa clara,1569,1,1.0,,0,,,,$1569 / 1br - Last 1bed 1bath for May Move In!,,
5796593554,20160924,2016,santa rosa,santa rosa,sonoma,1990,2,2.5,1250.0,0,,,,"favorite this post

 9월 24
2 bed rooms, 2.5 bath  Town house


$1990

                2br -
                1250ft2 -
            

 (santa rosa)







hide this posting



restore this posting",,
5388248851,20160108,2016,san jose south,san jose,santa clara,3000,2,,1100.0,0,,,,Oca 7 EVERGREEN/SILVER CREEK VALLEY TOWNHOUSE AVAILABLE NOW!   $3000 / 2br - 1100ft2 -    (san jose south)   resim har.    [×] [geri al],,
pre2013_42030,20111212,2011,cupertino,cupertino,santa clara,750,4,,1900.0,0,,,,$750 / 4br - 1900ft² - LARGE MASTER BEDROOM FOR RENT,,
pre2013_144692,20050609,2005,pacific heights,san francisco,san francisco,3450,2,2.0,,0,,,,"$3450 / 2br - Pac. Hts., ex lg 2 bd, 2 bath, pk, laundry, view ",,
pre2013_29126,20110104,2011,hayward / castro valley,hayward,alameda,2700,4,,,0,,,,$2700 / 4br - Hayward Hills Home,,
pre2013_77915,20080228,2008,cupertino,cupertino,santa clara,1895,2,,,0,,,,"$1895 / 2br - Pool, Spa, Quiet Setting, Granite Cntr, GE Apps, LG FpLan–Great Locale -",,
5393896880,20160109,2016,santa cruz,santa cruz,santa cruz,1700,2,,750.0,0,,,,Oca 8 412 S. Branciforte #B   $1700 / 2br - 750ft2 -    (santa cruz)   resim har.    [×] [geri al],,
pre2013_6988,20080723,2008,union city,union city,alameda,2000,3,,,0,,,,$2000 / 3br - Warm Springs School  3b/2b Ready for Moving In -,,
pre2013_10041,20110111,2011,concord / pleasant hill / martinez,concord,contra costa,850,1,,,0,,,,$850 / 1br - FREEEEE RENT!!!,,
pre2013_32204,20111102,2011,sunnyvale,sunnyvale,santa clara,1735,1,,710.0,0,,,,$1735 / 1br - 710ft² - Just Became Available!!  Only 1 Bedroom Available 11/17/11!!!,,
pre2013_36965,20111120,2011,foster city,foster city,san mateo,2150,2,2.0,1165.0,0,,,,"$2150 / 2br - 1165ft² - 2 full baths,Convenient, most utilities inc.",,
pre2013_70936,20120707,2012,san jose central,san jose,santa clara,1695,3,,1100.0,0,,,,"$1695 / 3br - 1100ft² - Spacious apartment with Double Pane Windows, Newer Carpets/Paint. W/D Hookups",,
pre2013_25196,20070208,2007,santa rosa,santa rosa,sonoma,1675,3,1.5,,0,,,,"$1675 / 3br - 3 BEDROOM, 1.5 BATH HOUSE NEAR MONT. VILLAGE",,
pre2013_159073,20060623,2006,fairfield / vacaville,fairfield,solano,1145,2,,,0,,,,"$1145 / 2br - OPEN SAT - beautiful unit, good/quiet neighborhood, great amenities",,
pre2013_66336,20120427,2012,menlo park,menlo park,san mateo,4955,3,3.0,,0,,,,$4955 / 3br - 3Br 3Ba House for rent West Menlo Park near Downtown,,
5774664691,20160910,2016,san jose north,san jose,santa clara,2154,,,593.0,0,,,,"favorite this post

 9월  9
Open House This Saturday from 9A-7P!  Fabulous Specials!


$2154

                593ft2 -
            

 (san jose north)

 사진
                            지도







hide this posting



restore this posting",,
pre2013_27572,20071025,2007,union city,union city,alameda,5000,4,,,0,,,,$5000 / 4br - Gorgeous Fremont Executive Home with Views in a Gated Community!,,
5088688215,20150623,2015,santa clara,santa clara,santa clara,2280,1,,750.0,0,,,,Come See The Great Balconies That View Onto Our Beautiful Lake!,,
pre2013_109437,20041015,2004,menlo park,menlo park,san mateo,800,,,,0,,,,"$800  - 774 COLEMAN, # C, MENLO PARK",,
pre2013_11851,20110724,2011,foster city,foster city,san mateo,2580,2,,,0,,,,"$2580 / 2br - Great Location, Pet-Friendly, Next to the Bay Trail!",,
5819260849,20161015,2016,tenderloin,san francisco,san francisco,2395,1,,,0,,,,"이 게시물을 즐겨찾기로 설정

10월 15
285 Turk - New Junior 1 Bedroom (Heart of Tenderloin)


$2395

                1br -
            

 (tenderloin)

 사진
                            지도







이 게시물 숨김



이 게시물 복구",,
pre2013_55841,20120229,2012,santa clara,santa clara,santa clara,1150,1,1.0,675.0,0,,,,"$1150 / 1br - 675ft² - Upstairs Apartment, Fresh Paint, New Carpet, Remodeled Bathroom, Great Location!",,
pre2013_68451,20120601,2012,diamond heights,san francisco,san francisco,2300,2,,,0,,,,"$2300 / 2br - OPEN HOUSE SAT & SUN : 2Br/1.5bth w/2 Car Pkg, Lndry & Fireplace!",,
pre2013_98873,20041031,2004,lower pac hts,san francisco,san francisco,1625,2,,,0,,,,$1625 / 2br - Great Location,,
pre2013_129083,20041105,2004,palo alto,palo alto,santa clara,9800,4,,,0,,,,$9800 / 4br - Executive Single Family Home Old Palo Alto ,,
6296798711,20170907,2017,sunnyvale,sunnyvale,santa clara,3331,1,,1621.0,0,,,,Pet Friendly Community- Have the space your furry friend needs!,,
pre2013_151478,20060325,2006,hayward / castro valley,hayward,alameda,1850,3,2.5,,0,,,,$1850 / 3br - 3 Bedrm/ 2.5 Bath Spacious TownHouse in Castro Valley,,
pre2013_135944,20050130,2005,richmond / point / annex,richmond,contra costa,1250,3,,,0,,,,$1250 / 3br - House in Richmond Hills ,,
4261319650,20131228,2013,noe valley,san francisco,san francisco,4095,2,2.0,,0,,37.750361,,"    Dec 27 Beautiful 2 bedroom, 2 bath with natural sunlight ~ READY FOR MOVE IN   $4095 / 2br -    (noe valley)   pic map   ",,"<p class=""row"" data-latitude=""37.750361"" data-longitude=""-122.436222"" data-pid=""4261319650""> <a class=""i"" data-id=""0:00S0S_bPNDBG6ZfjF"" href=""/web/20131228022803/http://sfbay.craigslist.org/sfc/apa/4261319650.html""></a> ""star""> ""pl""> ""date"">Dec 27 <a href=""/web/20131228022803/http://sfbay.craigslist.org/sfc/apa/4261319650.html"">Beautiful 2 bedroom, 2 bath with natural sunlight ~ READY FOR MOVE IN</a>  ""l2""> ""price"">$4095 / 2br -  ""pnr""> <small> (noe valley)</small> ""px""> ""p""> pic <a class=""maptag"" data-pid=""4261319650"" href=""#"">map</a>   </p>"
6578440971,20180503,2018,cupertino,cupertino,santa clara,3500,2,1.0,1025.0,0,,,,2 bed 2/bath at Martham apartment for 30 days -,,
pre2013_136037,20050131,2005,san rafael,san rafael,marin,925,1,,800.0,0,,,,"$925 / 1br - close to town,nice layout,secure building 800sqft ",,
pre2013_33744,20111113,2011,santa clara,santa clara,santa clara,2109,1,,1058.0,0,,,,$2109 / 1br - 1058ft² - Astonishing 2x2 Aparment. Move in November 8th!,,
pre2013_855,20060721,2006,castro,san francisco,san francisco,1300,,,,0,,,,$1300  - Open House Fri July 21 7 - 8 pm  PETS WELCOME Views of Park & Bay,,
pre2013_102972,20041217,2004,nob hill,san francisco,san francisco,950,0,,,0,,,,$950  - Great Studios with Easy Access to Nob Hill,,
pre2013_36230,20111118,2011,napa county,napa county,napa,2000,3,,1500.0,0,,,,$2000 / 3br - 1500ft² -  HIGH END 3 BDRM HOME,,
pre2013_14802,20120117,2012,fairfield / vacaville,fairfield,solano,1575,3,,,0,,,,$1575 / 3br - 3/2 Gorgeous Home in Vacaville / Foxboro Area,,
pre2013_42894,20111215,2011,oakland lake merritt / downtown,oakland,alameda,1500,2,,900.0,0,,,,$1500 / 2br - 900ft² - Newly Remodeled China Hill Apartment ,,
pre2013_1671,20060718,2006,cole valley,san francisco,san francisco,1450,1,,,0,,,,$1450 / 1br - Great Location 1 block to Cole Street!,,
4988482959,20150421,2015,san francisco,san francisco,san francisco,2284,1,,730.0,0,,,,"GENEROUS 1 BR 1 BTH - CLOSE TO SHOPPING, DINING, BART &amp; MAJOR HWYS",,
pre2013_1257,20061201,2006,morgan hill,morgan hill,santa clara,1650,3,,,0,,,,$1650 / 3br - Home for Rent in Beautiful San Martin,,
pre2013_68331,20120525,2012,petaluma,petaluma,sonoma,1478,1,,680.0,0,,,,$1478 / 1br - 680ft² - Full Washer/Dryer! Vaulted Ceilings! Dishwasher! Capri Creek Apts!,,
pre2013_30402,20110320,2011,alameda,alameda,alameda,590,3,2.0,,0,,,,$590 / 3br - Tidy and cozy 3 beds 2 baths house tons of upgrades included Lease option to own,,
pre2013_152452,20060412,2006,berkeley,berkeley,alameda,3495,3,,,0,,,,"$3495 / 3br - ► PICS  3bd/2ba, Big & Beautiful Northside Apt, Four Blocks to UCB",,
pre2013_89936,20040705,2004,SOMA / south beach,san francisco,san francisco,1850,2,,,0,,,,"$1850 / 2br - SOMA flat, avail. soon",,
5333312090,20151127,2015,mountain view,mountain view,santa clara,2940,2,,1044.0,0,,,,,,
pre2013_26932,20071011,2007,oakland hills north / montclair,oakland,alameda,900,0,,,0,,,,$900 Studio For Rent,,
4265641214,20140102,2014,SOMA / south beach,san francisco,san francisco,3050,1,,670.0,0,,,,***EXCELLENT LOCATION!!! Luxurious 1Br SOMA Condo w/ VIEWS,,
pre2013_50051,20120116,2012,vallejo / benicia,vallejo,solano,1700,3,,1600.0,0,,,,$1700 / 3br - 1600ft² - Nice Neighborhood East Vallejo,,
5482943292,20160309,2016,santa rosa,santa rosa,sonoma,1813,,,,0,,,,"Mar 8 HUGE, OPEN FLOOR PLAN, PERFECT FOR ENTERTAINING   $1813   (santa rosa)   resim har.",,
3812466644,20130518,2013,oakland hills north / montclair,oakland,alameda,1350,1,,,0,,37.820548,,    Large 1 Bedroom Apartment in Gorgeous 18-Unit Vintage Building    $1350 / 1br -    (oakland piedmont / montclair)   img map   ,,"<p class=""row"" data-latitude=""37.820548"" data-longitude=""-122.258112"" data-pid=""3812466644""> <a class=""i"" href=""/web/20130518055800/http://sfbay.craigslist.org/eby/apa/3812466644.html""></a> ""pl""> ""star""> <a href=""/web/20130518055800/http://sfbay.craigslist.org/eby/apa/3812466644.html"">Large 1 Bedroom Apartment in Gorgeous 18-Unit Vintage Building</a>  ""l2""> ""pnr""> ""price"">$1350 / 1br -  ""pp""> <small> (oakland piedmont / montclair)</small> ""px""> ""p""> img <a class=""maptag"" data-pid=""3812466644"" href=""#"">map</a>   </p>"
pre2013_126535,20041001,2004,union city,union city,alameda,1345,2,,,0,,,,$1345 / 2br - ONE MONTH FREE! ONLY ONE AVAILABLE! Weekend Special! ,,
pre2013_142566,20050428,2005,mill valley,mill valley,marin,1250,1,,,0,,,,$1250 / 1br - Resort Lifestyle & Views of the Bay -- Strawberry Section ,,
4935209445,20150316,2015,haight ashbury,san francisco,san francisco,2175,0,,,0,,,,Studio Apartment,,
pre2013_68692,20120601,2012,hercules / pinole / san pablo / el sob,el sobrante,contra costa,995,2,,742.0,0,,,,$995 / 2br - 742ft² - Updated Condo,,
5088646596,20150623,2015,foster city,foster city,san mateo,2373,1,1.0,625.0,0,2216,37.553424,-122.275257,"Corner Unit, Pet friendly","Harbor Cove Apartments  900 E Hillsdale Blvd , Foster City, CA, 94404Additional Information:http://leasing.amcllc.net/9922taCall Now:  show contact infoHarbor Cove Apartments in Foster City, CAThis is a 625 Sq. Ft., 1 Bedroom, 1 Bath, Apartment Home. Harbor Cove offers its residents an enriched lifestyle: A selection of luxurious rental homes, impeccable service, appealing amenities and an outstanding location. Oscar Wilde said, ""I'm a person of simple tastes. I'm satisfied with only the best."" Consider The Harbor Cove your finest choice.  Features - Private Patios/Balconies - Cable Ready - Pet Friendly - Walk-in closets - Storage Space - Assigned Parking Community Amenities - Onsite Laundry - Pet-friendly - Fitness Center - Sauna - Tennis Court(s) - Close to Shopping and restaurants - Public Transportation - Sparkling Swimming Pool Office Hours Mon-Fri 9:00 AM - 6:00 PM Sat 9:00 AM - 6:00 PM Sun 9:00 AM - 6:00 PM Pet Policy Cats and Dogs accepted, no more than 2 per apartment  Managed by AMC, LLC Equal Housing Opportunity Prices are subject to change, based on availability and qualification of the applicant, additional fees may apply. AMC-CA, Inc. dba Apartment Management Consultants-BRE #1525033 Tue, Jun 23, 2015, 11:06:05 32672422379127623","1BR / 1Ba 625ft2  date=""2015-06-23"" today_msg=""available now"">available jun 23</p>"
4038814535,20130901,2013,mission district,san francisco,san francisco,1975,2,,,0,,37.537773,,    Aug 31 Lovely Townhouse in Fremont Mission San Jose   $1975 / 2br -    (fremont / union city / newark)   pic map   ,,"<p class=""row"" data-latitude=""37.537773"" data-longitude=""-121.923187"" data-pid=""4038814535""> <a class=""i"" data-id=""0:00E0E_5u8wYOFmnCZ"" href=""/web/20130901123511/http://sfbay.craigslist.org/eby/apa/4038814535.html""></a> ""pl""> ""star""> ""date"">Aug 31 <a href=""/web/20130901123511/http://sfbay.craigslist.org/eby/apa/4038814535.html"">Lovely Townhouse in Fremont Mission San Jose</a>  ""l2""> ""price"">$1975 / 2br -  ""pnr""> <small> (fremont / union city / newark)</small> ""px""> ""p""> pic <a class=""maptag"" data-pid=""4038814535"" href=""#"">map</a>   </p>"
pre2013_23221,20120306,2012,santa clara,santa clara,santa clara,1899,1,,700.0,0,,,,$1899 / 1br - 700ft² - Perfect Silicon Valley Address 1 BR Orchard Glen Apartments,,
4845131216,20150113,2015,nob hill,san francisco,san francisco,3995,2,,,0,,,,"Newly remodeled with Hardwood floors, Granite, Tile",,
pre2013_721,20060718,2006,rohnert pk / cotati,rohnert park,sonoma,1800,3,2.5,,0,,,,$1800 / 3br - NEW 3 Bdrm 2.5 Bath Townhouse - 5 Min. from SSU,,
4656079132,20140907,2014,redwood city,redwood city,san mateo,1595,,,,0,,,,dont rent from 450 redwood ave RWC,,
pre2013_59921,20120319,2012,tiburon / belvedere,belvedere,marin,6600,3,,,0,,,,$6600 / 3br - PLUS Bonus Room..DECK..VIEWS 415-216-3752,,
pre2013_54013,20120211,2012,napa county,napa county,napa,1500,2,,,0,,,,"$1500 / 2br - Napa condo,quiet ,very pvt,attached garage beautiful redwood views ",,
6631233955,20180717,2018,vallejo / benicia,vallejo,solano,1750,2,1.0,950.0,0,,,,"SF commuters: for rent - new kitchen &amp; bath, 3 blocks to heart of down",,
pre2013_66358,20120427,2012,menlo park,menlo park,san mateo,2695,2,2.0,,0,,,,$2695 / 2br - 2BR 2BA WALK TO DOWNTOWN PALO ALTO!,,
pre2013_36406,20111119,2011,sunnyvale,sunnyvale,santa clara,2150,1,,679.0,0,,,,"$2150 / 1br - 679ft² - Fitness Center, Garages, Pet Friendly, Great Location-We Have It All-L",,
pre2013_12517,20110724,2011,oakland west,oakland,alameda,1100,2,,,0,,,,$1100 / 2br - 2 Bedroom with parking,,
5570963466,20160505,2016,san jose south,san jose,santa clara,2540,2,,1040.0,0,,,,5月 4 $500 off first full month! 2x2 on the 2nd floor with garage!   $2540 / 2br - 1040ft2 -    (san jose south)   图片 地图,,
pre2013_87012,20031204,2003,hayward / castro valley,hayward,alameda,1045,1,,,0,,,,$1045 / 1br -  Fireplace • Enclosed Garage • See Pictures • 1 month FREE rent!,,
pre2013_125045,20040911,2004,san jose central,san jose,santa clara,850,,,,0,,,,$850  - Spanish Villa ,,
5316107780,20151127,2015,mission district,san francisco,san francisco,3200,2,,1500.0,0,,,,,,
4988491592,20150421,2015,san mateo,san mateo,san mateo,2315,1,,600.0,0,,,,Beautiful One Bedroom With Waher Dryer **PHOTOS**,,
pre2013_146337,20060410,2006,USF / anza vista,san francisco,san francisco,1750,1,,,0,,,,"$1750 / 1br - XTRA LRG 1BD,PRVT ACCESS,DEEDED GRDN!PKG AVBL!!",,
pre2013_70262,20120623,2012,rohnert pk / cotati,rohnert park,sonoma,1020,1,,610.0,0,,,,$1020 / 1br - 610ft² - Covered Parking Available!,,
pre2013_84514,20011120,2001,noe valley,san francisco,san francisco,1495,1,1.0,,0,,,,"$1495 - 1 bedroom, 1 bath apartment with parking Avl Now (map)",,
pre2013_34886,20111115,2011,santa rosa,santa rosa,sonoma,1125,2,,1000.0,0,,,,"$1125 / 2br - 1000ft² - gated condo, private, garden setting",,
pre2013_86905,20031002,2003,oakland hills north / montclair,oakland,alameda,2000,3,2.0,,0,,,,"$2000 / 3br - Large 3 Bedroom, 2 Bath Home in Glenview",,
pre2013_109050,20040927,2004,belmont / san carlos,belmont,san mateo,1300,2,1.5,,0,,,,$1300 / 2br - 1.5 ba Remodeled-Granite-Bonus Move-Belmont Hills <Photos>,,
pre2013_11783,20110724,2011,oakland west,oakland,alameda,795,,,,0,,,,$795 ALL NEW (1090 28th St.),,
pre2013_45122,20111222,2011,san jose central,san jose,santa clara,2500,3,3.0,1300.0,0,,,,$2500 / 3br - 1300ft² - Spacious  3Bed 3 Bath Home ,,
4855395367,20150120,2015,healdsburg / windsor,healdsburg,sonoma,2475,,,,0,,,,Lovely Single Story Home,,
5272309485,20151022,2015,campbell,campbell,santa clara,3950,3,,1675.0,0,,,,gorgeous executive home,,
pre2013_17949,20120208,2012,half moon bay,half moon bay,san mateo,3950,4,3.5,3000.0,0,,,,"$3950 / 4br - 3000ft² - Luxury 4 Bedroom, 3.5 Bath Home with Excellent Amenities",,
pre2013_36211,20111118,2011,san rafael,san rafael,marin,2190,2,,970.0,0,,,,$2190 / 2br - 970ft² - Celebrate the good life!  Highlands of Marin Has It All!,,
pre2013_100558,20041116,2004,inner richmond,san francisco,san francisco,2195,3,,,0,,,,$2195 / 3br - Spacious Three Bedroom Inner Richmond!,,
pre2013_104122,20040619,2004,redwood city,redwood city,san mateo,2600,3,2.0,,0,,,,"$2600 / 3br - 2 Bath Home in Prestigious Edgewood Park, Call 415/203-9373",,
pre2013_124272,20040903,2004,menlo park,menlo park,san mateo,1495,2,2.0,,0,,,,$1495 / 2br - Beautiful Two Bedroom Two Bath (menlo park) ,,
pre2013_112045,20041214,2004,mountain view,mountain view,santa clara,1850,2,,,0,,,,$1850 / 2br - Townhouse,,
pre2013_59995,20120320,2012,excelsior / outer mission,san francisco,san francisco,3800,5,,1800.0,0,,,,$3800 / 5br - 1800ft² - Brand New Remodle SFR For Rent,,
pre2013_143073,20050510,2005,san jose west,san jose,santa clara,1295,3,2.0,,0,,,,"$1295 / 3br - 2 bath, Washer and Dryer Hook-ups.  Ask about move-in special. ",,
4261362178,20131228,2013,twin peaks,san francisco,san francisco,2899,2,,,0,,37.76023,,    Dec 27 Open House Sat & Sun at 3:30-4:00   $2899 / 2br -    (twin peaks / diamond hts)   pic map   ,,"<p class=""row"" data-latitude=""37.760234"" data-longitude=""-122.446349"" data-pid=""4261362178""> <a class=""i"" data-id=""0:00i0i_9DNQ6C8UOqX"" href=""/web/20131228022803/http://sfbay.craigslist.org/sfc/apa/4261362178.html""></a> ""star""> ""pl""> ""date"">Dec 27 <a href=""/web/20131228022803/http://sfbay.craigslist.org/sfc/apa/4261362178.html"">Open House Sat &amp; Sun at 3:30-4:00</a>  ""l2""> ""price"">$2899 / 2br -  ""pnr""> <small> (twin peaks / diamond hts)</small> ""px""> ""p""> pic <a class=""maptag"" data-pid=""4261362178"" href=""#"">map</a>   </p>"
4923289522,20150323,2015,san jose south,san jose,santa clara,2250,2,1.0,1100.0,0,1974,37.296442,-121.91214,*** 2BR/1BA with 2 CAR GARAGE in Willow Glen,"Explore historic Willow Glen it's unique stores and wonderful restaurants. Relax as you walk through tree lined residential streets adjacent to your apartment home.We offer you a 2 Bedroom 1 Bath upstairs corner unit with 2 Car Garage and 2 balconies. Almost new carpet and vinyl. Extra Large Apt. Approx.. 1100sq.ft.with Dishwasher, large walk in closets. This six unit apt. building is very clean and well maintained. Great location-Between Meridian Ave. and Hamilton Ave...within walking distance of all retail services, Schools: Campbell Union School District-Blackford Elementary, Campbell Middle School and Del Mar High School, churches and public transportation. Easy commute to highway 280 or 85.  For more information or to Schedule an Appointment email or call Aida at  show contact info Deposit $900Sorry no pets","2BR / 1Ba 1100ft2 apartment  date=""2015-03-15"" today_msg=""available now"">available mar 15<br/>laundry on site attached garage</p>"
5719742044,20160827,2016,concord / pleasant hill / martinez,concord,contra costa,1798,1,,,0,,,,favorite this post   8월 26 1 Bedroom in Downtown Pleasant Hill-$250 Off 1st Month Rent   $1798  1br -    (concord / pleasant hill / martinez)   사진 지도        hide this posting    restore this posting,,
pre2013_138800,20050302,2005,lower pac hts,san francisco,san francisco,2100,2,2.0,,0,,,,$2100 / 2br - **AMAZING PENTHOUSE  2bed/2bath FURNISHED..great deal!!** ,,
4879180851,20150206,2015,union city,union city,alameda,1760,1,,,0,,,,RESORT STYLE LIVING IN A PRIME FREMONT LOCATION!,,
3562478211,20130122,2013,santa rosa,santa rosa,sonoma,1375,1,,728.0,0,963,38.46722,-122.7485,You wont be able to resist this Spacious Designer Home!,,
5302349947,20151106,2015,foster city,foster city,san mateo,2758,1,,748.0,0,,,,Simply the best!! Better than all the rest!,,
4935319470,20150316,2015,capitola / soquel,soquel,santa cruz,1650,2,1.0,,0,,,,"Clean 2 bedroom, 1 bath condo",,
pre2013_45053,20111222,2011,san francisco,san francisco,san francisco,502,,,,0,,,,$502 MOVIΝG to San Francisco?,,
pre2013_151744,20060329,2006,vallejo / benicia,vallejo,solano,1700,3,,,0,,,,$1700 / 3br - Great House for rent in Vallejo!,,
pre2013_37021,20111120,2011,russian river,russian river,sonoma,1400,1,,700.0,0,,,,$1400 / 1br - 700ft² - Seaview Ridgetop Japanese/craftsman retreat,,
5480467425,20160316,2016,fairfield / vacaville,fairfield,solano,1595,2,,850.0,0,,,,"Mar 15 Business Center, Wheelchair Accessible, Covered Parking   $1595 / 2br - 850ft2 -    (fairfield / vacaville)   resim har.",,
pre2013_31996,20111010,2011,pacifica,pacifica,san mateo,1845,2,,850.0,0,,,,$1845 / 2br - 850ft² - Spacious 2BR floor plan. Newly Updated! Call for move in special,,
pre2013_57828,20120311,2012,daly city,daly city,san mateo,2780,2,,1487.0,0,,,,$2780 / 2br - 1487ft² - Don't Miss Out This HUGE 2bdrm + A bdrm DEN Apartment! ,,
pre2013_14154,20120115,2012,santa rosa,santa rosa,sonoma,1595,2,,1158.0,0,,,,"$1595 / 2br - 1158ft² - Pure Vintage, Great Neighborhood",,
pre2013_49126,20120109,2012,belmont / san carlos,belmont,san mateo,1688,1,,,0,,,,$1688 / 1br - Remodeled 1x1 Coming Soon! Washer/Dryer in home! Call NOW!,,
5465961681,20160301,2016,ben lomond,ben lomond,santa cruz,650,1,,,0,,,,Şub 29 2 rooms in ben lomond $650 each   $650    har.,,
pre2013_67931,20120525,2012,ingleside,san francisco,san francisco,3200,2,,,0,,,,"$3200 / 2br - High Rise, Views, Pets Welcome, Rent Control",,
5472333760,20160309,2016,santa cruz,santa cruz,santa cruz,1995,1,,,0,,,,Mar 8 Sunny 1-bedroom steps to the Beach and Wharf   $1995 / 1br -    (santa cruz)   resim har.,,
5302404419,20151106,2015,cupertino,cupertino,santa clara,3497,2,,1147.0,0,,,,"24 Hour Fitness Center, Ceiling fans, Immediate Access to the 280",,
pre2013_30371,20110320,2011,dublin / pleasanton,dublin,alameda,1480,1,,,0,,,,$1480 / 1br - See What You've Been Missing!!!!,,
5547392737,20160420,2016,novato,novato,marin,3086,2,,1360.0,0,,,,4月 19 Experience a lifestyle of comfort and convenience at Millworks!   $3086 / 2br - 1360ft2 -    (novato)   图片 地图,,
pre2013_38262,20111123,2011,san bruno,san bruno,san mateo,925,1,,,0,,,,$925 / 1br - Beautiful furnished1 bedroom condo in San Bruno for single person,,
pre2013_152401,20060412,2006,oakland lake merritt / downtown,oakland,alameda,1600,1,,,0,,,,$1600 / 1br - 1 BR LUXURY CONDO Downtown Oakland,,
pre2013_2984,20061207,2006,napa county,napa county,napa,2900,3,,,0,,,,$2900 / 3br - Great Home With Beatiful Vineyard Vineyard Views,,
pre2013_60856,20120322,2012,san jose south,san jose,santa clara,1950,3,,1129.0,0,,,,"$1950 / 3br - 1129ft² - 3br/2&1/2b,townhome, Avail Immidiate, swimming pool, attached garage",,
4655970882,20140907,2014,corralitos,corralitos,santa cruz,1750,1,1.0,,0,,,,Aptos Day Valley Cottage 1Br 1Ba 214 Apple Lane,,
pre2013_67414,20120511,2012,san rafael,san rafael,marin,1615,1,,735.0,0,,,,"$1615 / 1br - 735ft² - Wonderful one bedroom, great views, Move in today",,
pre2013_26566,20071023,2007,oakland north,oakland,alameda,1895,5,2.0,,0,,,,$1895 / 5br - 5 bedroom 2 bath house EXT 851,,
pre2013_105816,20040714,2004,san mateo,san mateo,san mateo,1150,1,,,0,,,,$1150 / 1br - 1 bth 3229 Glendora Drive,,
pre2013_50190,20120116,2012,napa county,napa county,napa,1050,1,,,0,,,,$1050 / 1br - SPACIOUS APARMENT IN CHARMING OLD BUILIDNG..WALK TO DOWN TOWN NAPA,,
6359739417,20171025,2017,campbell,campbell,santa clara,2649,2,1.5,982.0,0,,,,"2 Bed - 1.5 Bath, Convenient Access to Highways 85 and 17/880, Spa",,
